age,annual_income,credit_score,total_spending_val,tx_frequency
44.0,28269.71,718.0,22836.56,83.0
40.0,42250.88,751.0,17388.67,100.0
30.0,30512.1,793.0,19652.64,102.0
32.0,120965.85,698.0,9445.48,18.0
42.0,52838.4,458.0,11224.59,51.0
41.0,60828.81,384.0,12445.84,48.0
61.0,137330.43,589.0,16793.3,20.0
46.0,55216.92,440.0,12845.27,28.0
43.0,61502.16,490.0,12719.16,45.0
56.0,132034.13,719.0,21061.74,25.0
27.0,141695.59,630.0,5159.22,25.0
33.0,144453.46,807.0,5179.26,29.0
47.0,62042.2,452.0,13429.17,42.0
60.0,133858.5,590.0,16987.47,24.0
44.0,51779.32,375.0,11341.17,49.0
47.0,41999.32,725.0,16540.05,98.0
40.0,22439.11,703.0,18418.57,87.0
43.0,31223.48,778.0,17841.0,81.0
39.0,123270.33,609.0,4775.95,30.0
50.0,56860.24,517.0,12566.35,25.0
44.0,39576.77,717.0,17101.98,95.0
33.0,125720.64,633.0,6471.11,26.0
33.0,125444.07,734.0,4071.42,19.0
54.0,134964.59,532.0,19767.53,26.0
44.0,60632.22,393.0,13144.68,48.0
61.0,133451.18,573.0,19158.14,17.0
37.0,51414.98,308.0,11211.43,47.0
56.0,128206.77,656.0,18521.96,16.0
44.0,64618.43,491.0,10764.38,47.0
41.0,53479.64,418.0,11824.12,43.0
44.0,36052.18,657.0,20182.13,97.0
29.0,127413.69,756.0,4140.94,38.0
23.0,115181.36,674.0,6951.12,35.0
41.0,37017.31,702.0,14959.03,109.0
39.0,63586.03,447.0,8411.46,46.0
30.0,127712.18,751.0,10228.01,27.0
44.0,35139.82,711.0,17703.75,97.0
59.0,131415.71,600.0,15120.47,16.0
50.0,67985.03,473.0,14278.71,44.0
32.0,134006.43,756.0,7960.57,20.0
47.0,61012.13,478.0,12582.47,30.0
18.0,134389.13,712.0,7641.46,17.0
41.0,69177.58,412.0,10789.5,45.0
51.0,80564.75,392.0,13161.42,23.0
44.0,45878.28,478.0,14213.84,32.0
39.0,66794.57,432.0,15403.48,52.0
40.0,17847.62,754.0,15639.72,95.0
40.0,25160.99,767.0,19854.7,80.0
43.0,34754.62,698.0,13945.8,103.0
40.0,70493.87,405.0,12777.23,45.0
41.0,16704.13,765.0,16944.2,94.0
34.0,63679.94,407.0,13280.88,38.0
45.0,28571.48,597.0,18304.92,98.0
44.0,33728.84,742.0,15478.11,103.0
52.0,144086.01,513.0,21004.13,23.0
48.0,121935.26,681.0,20908.71,20.0
58.0,124704.84,556.0,19366.09,33.0
26.0,138411.87,650.0,6787.05,14.0
27.0,129542.03,691.0,4267.07,32.0
56.0,115779.85,537.0,19269.52,28.0
46.0,131831.31,603.0,19150.53,36.0
55.0,130522.42,611.0,19010.56,23.0
28.0,136619.34,741.0,5515.93,34.0
44.0,57525.64,365.0,13460.38,45.0
37.0,136539.26,705.0,3575.07,27.0
66.0,125436.3,662.0,17463.82,21.0
35.0,127448.96,719.0,5432.69,32.0
23.0,136714.87,818.0,2518.75,25.0
28.0,134672.61,698.0,4998.79,14.0
37.0,27062.32,773.0,17315.85,92.0
35.0,126623.5,736.0,5808.79,26.0
31.0,119946.31,718.0,4113.11,16.0
43.0,67358.2,393.0,6824.46,42.0
48.0,30882.22,745.0,15967.48,98.0
30.0,142623.53,601.0,6194.75,11.0
30.0,135820.73,773.0,7754.84,32.0
36.0,147997.31,746.0,6390.67,33.0
26.0,129842.76,710.0,5581.52,7.0
31.0,128097.48,708.0,4269.47,22.0
51.0,39607.13,773.0,19034.27,101.0
33.0,141612.86,638.0,1636.54,32.0
50.0,141370.18,609.0,20154.21,9.0
31.0,121041.42,642.0,5584.27,28.0
44.0,57157.97,436.0,14131.28,31.0
34.0,149822.09,666.0,3084.03,10.0
43.0,27974.01,722.0,14657.9,89.0
37.0,128633.36,722.0,6298.94,27.0
35.0,132763.85,751.0,3878.55,19.0
36.0,38970.07,758.0,19267.13,98.0
63.0,127443.43,599.0,17133.74,10.0
37.0,140323.4,644.0,8479.5,28.0
67.0,135408.83,557.0,19077.05,14.0
49.0,130524.74,581.0,16004.23,20.0
33.0,134661.04,723.0,1241.05,23.0
60.0,144908.21,661.0,16791.29,15.0
34.0,39311.6,688.0,16434.73,96.0
29.0,124845.02,697.0,7600.71,18.0
43.0,34867.79,646.0,19594.87,91.0
35.0,143453.37,660.0,5029.33,35.0
43.0,59334.89,469.0,10178.35,44.0
48.0,59753.42,502.0,11993.49,31.0
28.0,135570.34,715.0,6171.55,25.0
45.0,29717.79,694.0,20572.08,108.0
41.0,45830.97,483.0,8884.44,40.0
48.0,60858.95,372.0,12347.59,42.0
38.0,31170.82,702.0,16653.09,84.0
53.0,121807.08,677.0,18476.19,16.0
40.0,31290.16,709.0,19418.64,82.0
55.0,147457.01,662.0,17258.41,2.0
30.0,134998.77,641.0,10397.83,37.0
33.0,123964.37,733.0,7063.65,17.0
47.0,63764.57,465.0,10868.51,42.0
39.0,30973.73,826.0,17478.47,92.0
60.0,138092.91,639.0,18139.11,25.0
24.0,136269.81,592.0,7805.22,24.0
39.0,26844.49,725.0,15921.42,86.0
37.0,22410.21,714.0,19644.18,94.0
61.0,131705.77,573.0,15053.15,18.0
66.0,131956.42,691.0,13005.62,28.0
42.0,40347.06,674.0,20048.59,105.0
58.0,138997.0,632.0,16664.87,25.0
64.0,123883.34,644.0,19159.73,19.0
40.0,38099.0,781.0,22735.05,99.0
54.0,121317.1,624.0,16458.75,11.0
29.0,135520.98,649.0,5545.79,30.0
58.0,140143.12,641.0,17173.57,28.0
65.0,138419.74,538.0,16026.45,29.0
27.0,139989.95,740.0,6764.85,35.0
36.0,125477.35,726.0,8391.36,28.0
42.0,34916.66,647.0,16955.83,101.0
29.0,134100.0,689.0,6547.35,37.0
29.0,114674.45,678.0,4004.1,12.0
44.0,55903.93,524.0,12747.17,30.0
27.0,133865.18,692.0,9584.05,14.0
65.0,127405.38,636.0,19295.87,14.0
59.0,132035.68,624.0,17592.85,17.0
64.0,127427.91,546.0,14975.72,27.0
31.0,148199.21,709.0,5887.38,28.0
41.0,67000.68,461.0,15060.45,42.0
36.0,131817.22,697.0,3757.43,39.0
44.0,61226.37,389.0,14664.5,44.0
35.0,19494.06,649.0,20275.98,90.0
32.0,143745.03,718.0,7969.57,29.0
30.0,134720.27,644.0,4599.94,15.0
47.0,54805.3,345.0,12395.81,38.0
60.0,146256.84,581.0,21077.34,23.0
44.0,30944.15,747.0,18055.72,79.0
50.0,41875.57,700.0,15861.44,96.0
54.0,136846.39,666.0,14601.18,12.0
34.0,37403.85,720.0,17601.78,120.0
55.0,39853.11,658.0,15485.54,99.0
48.0,55222.23,401.0,12381.62,32.0
37.0,139328.14,710.0,2861.93,18.0
39.0,40099.26,727.0,19516.54,99.0
46.0,62113.36,433.0,10341.11,44.0
27.0,133168.81,621.0,5018.49,23.0
51.0,129299.07,688.0,19435.94,19.0
44.0,57684.26,514.0,13892.37,52.0
50.0,53438.81,470.0,13883.35,36.0
43.0,67544.75,494.0,10116.8,44.0
56.0,62810.0,454.0,14900.93,58.0
35.0,30005.79,682.0,16860.45,99.0
30.0,128913.46,677.0,5162.18,21.0
19.0,127824.9,775.0,4850.54,16.0
39.0,33043.42,748.0,18810.92,95.0
43.0,53484.29,446.0,12595.23,42.0
29.0,37750.75,657.0,17519.72,85.0
25.0,144194.79,784.0,2810.47,17.0
30.0,148374.18,607.0,3980.45,37.0
48.0,127870.8,550.0,20903.24,30.0
58.0,133192.94,673.0,16346.47,25.0
42.0,28935.47,683.0,18095.87,86.0
48.0,27354.46,633.0,19803.3,89.0
61.0,125063.31,584.0,21407.33,20.0
58.0,140109.61,627.0,18485.99,19.0
49.0,133462.14,582.0,19440.04,16.0
24.0,132336.27,694.0,10785.35,16.0
43.0,67478.99,394.0,11298.27,48.0
49.0,50184.67,429.0,11279.65,43.0
56.0,132850.22,592.0,17055.19,19.0
64.0,130377.66,561.0,22629.15,22.0
60.0,132507.81,583.0,21833.39,27.0
49.0,59796.16,410.0,14546.24,38.0
37.0,25530.64,778.0,15732.1,108.0
61.0,132719.49,552.0,19706.58,18.0
27.0,142831.14,734.0,5856.36,22.0
27.0,137241.1,758.0,1820.6,29.0
54.0,138089.78,680.0,18626.52,37.0
33.0,129399.9,707.0,2485.72,30.0
43.0,66463.46,508.0,12505.97,37.0
43.0,136735.8,647.0,5751.76,11.0
44.0,63857.0,439.0,14872.77,44.0
41.0,51814.86,453.0,14554.17,45.0
60.0,137420.91,543.0,19979.9,24.0
60.0,136492.28,635.0,17517.0,21.0
54.0,124944.92,638.0,17446.26,27.0
62.0,142942.72,554.0,21813.17,6.0
38.0,71545.14,419.0,14252.42,41.0
31.0,54946.04,423.0,13884.96,40.0
60.0,138225.43,619.0,19834.85,18.0
51.0,131751.48,556.0,16652.43,22.0
37.0,28002.38,764.0,18949.41,93.0
65.0,147771.75,597.0,17034.79,33.0
40.0,135427.71,746.0,6253.5,15.0
41.0,34263.6,680.0,17125.57,100.0
61.0,135679.47,640.0,25000.0,26.0
41.0,25300.07,739.0,15751.32,104.0
29.0,135259.94,674.0,5523.47,24.0
39.0,74007.83,474.0,11635.3,35.0
34.0,23789.03,665.0,18201.13,108.0
25.0,133001.37,696.0,7038.31,31.0
55.0,137893.59,583.0,17033.53,7.0
52.0,59546.86,484.0,11584.2,43.0
58.0,135619.87,657.0,15636.06,19.0
40.0,36297.32,660.0,16163.83,98.0
70.0,131808.8,624.0,19807.37,31.0
32.0,133953.03,720.0,4939.83,35.0
47.0,24540.57,726.0,18730.89,100.0
26.0,129541.71,754.0,8590.39,23.0
45.0,46412.44,544.0,15103.06,37.0
53.0,144068.91,660.0,20216.73,28.0
34.0,133047.4,693.0,6098.69,27.0
27.0,137438.32,648.0,6037.97,29.0
31.0,119332.82,685.0,4350.89,27.0
50.0,55074.92,471.0,9814.81,30.0
24.0,130969.79,743.0,6884.19,33.0
30.0,137727.5,670.0,6876.54,41.0
35.0,27176.35,765.0,19702.51,99.0
45.0,63191.81,515.0,13540.4,36.0
58.0,118194.34,610.0,15443.01,27.0
41.0,60955.1,435.0,12725.93,37.0
37.0,52614.19,481.0,10288.59,27.0
66.0,132723.19,573.0,20682.92,26.0
44.0,62951.3,480.0,9122.26,34.0
36.0,62466.11,395.0,14236.05,32.0
19.0,143016.38,712.0,3691.89,17.0
45.0,139980.8,530.0,17188.71,13.0
48.0,27045.97,684.0,17041.65,87.0
67.0,135037.52,580.0,17757.02,26.0
54.0,133099.84,580.0,20074.95,10.0
69.0,122786.2,534.0,19755.33,41.0
65.0,131182.63,621.0,17539.64,22.0
66.0,128657.27,594.0,17338.18,11.0
56.0,135443.69,631.0,19783.07,18.0
34.0,25809.5,718.0,14891.19,93.0
52.0,128125.47,630.0,14908.33,25.0
33.0,126890.05,680.0,4482.85,36.0
33.0,130062.35,638.0,4771.67,24.0
61.0,143130.32,637.0,17407.91,29.0
43.0,40638.75,660.0,12340.67,96.0
51.0,132524.83,627.0,16184.55,27.0
44.0,51855.47,404.0,12892.58,48.0
27.0,132411.65,658.0,9143.74,18.0
45.0,39475.36,758.0,18587.52,103.0
25.0,133501.54,669.0,500.0,41.0
28.0,132811.32,616.0,5201.36,33.0
53.0,131234.63,620.0,18813.69,27.0
33.0,138477.05,796.0,3832.98,29.0
40.0,28767.95,678.0,20929.75,92.0
45.0,18076.3,767.0,15691.77,100.0
40.0,48797.31,439.0,11884.93,41.0
28.0,131579.28,752.0,2463.78,22.0
39.0,135736.84,775.0,4570.26,40.0
35.0,138319.17,690.0,7003.22,20.0
38.0,66853.26,454.0,12087.65,39.0
61.0,133463.19,593.0,18220.04,30.0
27.0,140431.37,665.0,6397.81,32.0
62.0,124593.83,633.0,18168.83,26.0
26.0,138129.29,651.0,5155.23,23.0
41.0,28465.64,718.0,17772.49,92.0
35.0,126017.21,723.0,7088.04,20.0
60.0,135545.65,627.0,16840.58,16.0
60.0,138855.81,696.0,19740.13,7.0
38.0,137826.35,746.0,4709.61,32.0
58.0,132607.1,734.0,17503.9,24.0
57.0,136485.54,725.0,18197.39,24.0
37.0,24620.94,733.0,18064.74,89.0
41.0,36218.4,770.0,16479.69,84.0
25.0,140420.14,739.0,9319.2,22.0
20.0,139570.07,706.0,6870.56,56.0
45.0,46006.6,429.0,8600.42,51.0
38.0,27216.11,715.0,17061.39,79.0
42.0,29898.54,692.0,18248.78,98.0
22.0,147040.11,715.0,4319.6,29.0
41.0,31358.7,707.0,18223.83,101.0
64.0,124876.03,644.0,18959.46,19.0
41.0,53915.59,409.0,9429.29,43.0
29.0,145140.81,729.0,5674.79,21.0
47.0,66703.72,488.0,13177.05,38.0
57.0,133027.54,641.0,17950.91,22.0
38.0,63194.96,477.0,9169.39,40.0
51.0,134903.43,646.0,16964.96,34.0
45.0,52771.42,462.0,10873.57,35.0
37.0,26830.69,748.0,18269.03,97.0
45.0,34003.66,786.0,19183.73,94.0
31.0,137409.26,671.0,5992.49,5.0
52.0,140078.33,615.0,16041.5,25.0
27.0,35864.75,733.0,17901.57,92.0
45.0,24154.99,735.0,21779.79,87.0
26.0,131564.52,788.0,6960.03,15.0
55.0,123767.86,528.0,20632.74,27.0
31.0,129229.7,641.0,7082.63,30.0
34.0,135220.99,685.0,9721.78,20.0
56.0,129268.97,634.0,17080.23,24.0
61.0,126656.51,716.0,15996.08,12.0
29.0,126711.23,674.0,8258.33,21.0
49.0,23817.63,679.0,19822.1,97.0
45.0,31291.24,711.0,17977.87,99.0
46.0,39875.72,405.0,10624.59,38.0
56.0,127773.48,700.0,18610.85,12.0
56.0,126346.47,617.0,16320.5,24.0
46.0,39053.96,670.0,17174.94,86.0
38.0,60068.18,398.0,11242.67,36.0
45.0,37892.9,728.0,20674.3,86.0
29.0,137267.67,700.0,4828.25,24.0
36.0,135275.99,700.0,6955.41,18.0
31.0,52676.69,775.0,18349.93,94.0
43.0,65700.89,456.0,13281.49,31.0
36.0,40979.3,719.0,17971.17,100.0
52.0,64924.01,503.0,11636.47,30.0
41.0,47049.23,430.0,14069.35,30.0
46.0,150000.0,687.0,5731.61,33.0
62.0,145047.9,603.0,16463.59,15.0
30.0,129246.57,747.0,8996.36,21.0
66.0,122850.35,532.0,17757.43,25.0
43.0,52381.66,345.0,9983.44,29.0
24.0,133357.16,720.0,9257.56,31.0
40.0,64171.08,437.0,11850.39,40.0
44.0,32231.74,676.0,20153.65,93.0
43.0,52043.01,325.0,13082.8,44.0
35.0,142618.27,747.0,7544.96,23.0
54.0,128363.03,619.0,16927.36,10.0
27.0,130042.57,656.0,3952.79,42.0
40.0,26029.46,776.0,17975.73,110.0
58.0,128507.85,634.0,17790.62,31.0
30.0,137250.92,716.0,2637.47,34.0
38.0,45060.31,730.0,17259.25,96.0
29.0,136685.25,772.0,7511.2,28.0
36.0,28799.51,757.0,19509.74,92.0
27.0,120693.11,703.0,7398.53,24.0
60.0,127089.67,611.0,18469.61,24.0
29.0,132932.45,665.0,5394.89,36.0
40.0,54247.75,500.0,13499.5,27.0
42.0,58436.28,459.0,12433.14,30.0
45.0,37250.52,695.0,17626.54,97.0
20.0,133695.01,667.0,6729.71,29.0
61.0,134307.5,764.0,19935.09,21.0
39.0,30420.65,701.0,20627.86,97.0
59.0,133217.24,597.0,17754.84,24.0
56.0,131977.24,588.0,16539.37,23.0
38.0,127961.44,640.0,8036.26,28.0
49.0,31563.19,735.0,15600.98,90.0
23.0,145135.77,724.0,8522.3,15.0
36.0,24188.45,770.0,21106.24,94.0
38.0,30513.88,724.0,16481.72,100.0
37.0,34294.28,700.0,17909.46,99.0
48.0,33830.62,708.0,17934.93,85.0
47.0,41727.04,772.0,17136.39,98.0
41.0,21228.79,760.0,18089.01,83.0
51.0,131532.96,566.0,15815.27,23.0
43.0,40916.08,755.0,15150.83,103.0
60.0,132904.96,611.0,16463.17,20.0
59.0,127459.19,625.0,17652.21,20.0
55.0,127332.64,658.0,17313.79,32.0
20.0,130255.39,718.0,837.17,21.0
44.0,54695.64,456.0,11585.59,36.0
